species,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,Gamma25,Gamma_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O
Iceberg,55.429115295410156,219.48080444335938,11.072729110717773,2.6217684745788574,0.26485663652420044,0.05526658147573471,199.15000915527344,323.3218688964844,200.0,146.7598876953125,306.45025634765625,200.0,157.36456298828125,305.55694580078125,201.8000030517578,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5
