A,Ci,Qin,Tleaf,CurveID,FittingGroup
30.46907309142736,598.2218071798045,2000.0,15.7372,1,1
30.584352594140245,601.0982656603495,1999.995,15.73805,1,1
30.545490090999937,611.6872420788121,1999.99,15.7365,1,1
30.56595796584248,615.1529350369332,1999.99,15.7336,1,1
30.722806588611977,624.3042283853251,2000.0,15.7271,1,1
30.949429063152767,626.3606311674464,2000.0,15.72535,1,1
30.93233433900559,636.8206685485009,2000.0,15.724,1,1
30.926543898480496,640.561074125331,1999.995,15.72395,1,1
31.04168468842145,650.514744720334,1999.99,15.7189,1,1
30.913122968601368,655.154584741347,1999.995,15.71685,1,1
30.60166152996367,667.6052693639386,2000.0,15.7193,1,1
30.67070155664692,670.6859072629428,2000.0,15.7215,1,1
30.98844873565855,678.741272208203,2000.0,15.727,1,1
30.98831771913505,682.5420717322041,2000.0,15.72675,1,1
30.714797621221273,694.9285742208885,2000.0,15.7284,1,1
30.847662294650853,697.5324368275651,2000.005,15.7336,1,1
30.95228568994493,707.0098797717916,2000.0,15.7455,1,1
30.704782028379668,712.2366836249058,1999.995,15.74465,1,1
30.73369434350095,722.6711241804213,2000.0,15.7361,1,1
30.941616141069694,725.0712254335889,1999.995,15.73775,1,1
30.977256901788504,734.9559484741945,1999.99,15.744,1,1
30.690007738581524,740.4376675134872,1999.99,15.7452,1,1
30.619229948445344,751.2869333276539,2000.0,15.7474,1,1
30.79376271481487,753.8428463327406,2000.005,15.74535,1,1
30.801466386232885,764.4270373349784,2000.01,15.7405,1,1
30.483800698393093,769.7848458235326,2000.005,15.7429,1,1
30.447510196783472,780.0302848232338,2000.0,15.7504,1,1
30.60265580075961,782.8017750297091,2000.0,15.7482,1,1
30.657404104860703,794.6238485925879,1999.995,15.74835,1,1
30.692663386501955,802.8428017937491,2000.0,15.7513,1,1
30.78407343101198,805.7855872939606,2000.0,15.7504,1,1
30.46252376246782,818.0500467912486,2000.0,15.7495,1,1
29.921934496843704,824.9030554848894,2000.005,15.7497,1,1
29.88422962231912,835.0334407799987,2000.0,15.7476,1,1
30.324566674927308,835.8158111079571,1999.995,15.74665,1,1
30.60530159288304,844.2188480786486,2000.0,15.7422,1,1
30.642163820140787,848.3794228207571,2000.0,15.73945,1,1
30.989861636321827,857.1393831473664,2000.0,15.7376,1,1
31.096952702025902,860.6535720384284,1999.995,15.7363,1,1
30.80521126295471,872.8994612240103,2000.0,15.7258,1,1
30.84915425680181,876.1992496043863,2000.0,15.73065,1,1
31.179256316484764,884.1237671370912,1999.99,15.745,1,1
31.210366767673698,887.9405515782639,1999.99,15.738499999999998,1,1
31.177910091163795,898.6490269986042,1999.99,15.7289,1,1
31.37525077250874,901.5905683542528,1999.995,15.7334,1,1
31.7161403300321,910.5846632558244,2000.01,15.7413,1,1
32.02485187877631,913.377712572051,1999.955,15.7405,1,1
32.15035595446884,923.3576713675905,1999.89,15.7279,1,1
32.14202260289056,926.8282923958676,2000.0,15.7229,1,1
32.27593168858037,936.112733615272,2000.12,15.7189,1,1
32.33880417852164,939.210018502685,2000.055,15.71925,1,1
32.430908919211404,948.690107401672,1999.95,15.7228,1,1
32.4380917463271,952.272637510838,1999.965,15.7189,1,1
32.22670171944915,963.8847973881062,2000.06,15.7124,1,1
32.09479164004949,968.293103958816,2000.045,15.7182,1,1
32.30196431405258,976.4535437986552,2000.0,15.7247,1,1
32.57906989161566,978.3217419916704,1999.995,15.7247,1,1
32.7366763683379,987.142574172284,1999.99,15.7214,1,1
32.889635962997616,990.4830768687106,1999.995,15.71695,1,1
32.61481384723267,1002.4703461787216,2000.0,15.7161,1,1
32.10471364362665,1009.226285915047,2000.005,15.715050000000002,1,1
31.980017097030803,1019.9827299605352,2000.01,15.7027,1,1
32.07957220355127,1022.6481655632592,2000.01,15.70615,1,1
31.9547611271822,1032.8368510243242,2000.01,15.7236,1,1
31.534583577574377,1038.5176530038668,2000.005,15.7243,1,1
31.33097698793427,1049.5641887118911,2000.01,15.7297,1,1
31.50494431740363,1051.8571331151206,2000.01,15.73285,1,1
31.271105386117576,1063.3040264729004,2000.01,15.7331,1,1
30.523721522080617,1071.1757226961502,2000.01,15.733,1,1
30.33328954648161,1082.9959379796503,1999.99,15.7418,1,1
30.58048621397803,1085.5767281402952,1999.99,15.7447,1,1
30.69615268028383,1094.9403320490724,2000.01,15.7495,1,1
30.546459390433913,1099.1794641984216,2000.005,15.7535,1,1
30.32464007406208,1111.2533403590437,1999.99,15.76,1,1
30.09546967408388,1116.99899547705,1999.99,15.7604,1,1
29.80120644858268,1129.5941041500146,2000.01,15.7647,1,1
29.702825749694895,1133.6219106403166,2000.01,15.76685,1,1
29.72905104267643,1143.4236688920123,2000.0,15.7696,1,1
29.9339020151189,1145.6884789152434,1999.995,15.7672,1,1
30.039018364332875,1155.1630160693123,1999.99,15.7675,1,1
30.07770333795417,1158.399309363405,1999.99,15.7637,1,1
30.05852292623665,1168.9168053559415,1999.99,15.7467,1,1
30.089990139998136,1172.027747192566,1999.995,15.74775,1,1
30.11102472416742,1182.1645428817042,2000.01,15.7493,1,1
30.2890756572988,1184.951726542938,2000.005,15.7481,1,1
30.742511135694567,1192.7640876708065,2000.0,15.7492,1,1
30.90389472739594,1195.58470925558,2000.0,15.7499,1,1
30.822981819124827,1206.1108062057874,2000.0,15.7386,1,1
31.083029452495342,1207.9699405945446,2000.0,15.73695,1,1
31.625206308172928,1214.6804897475738,2000.0,15.7379,1,1
32.144658249598386,1215.0548171857322,1999.995,15.7379,1,1
32.564833145017026,1222.2591302495416,1999.99,15.7384,1,1
32.58486874396978,1225.3684398148655,2000.0,15.73585,1,1
32.44737475394317,1235.678248608535,2000.0,15.7389,1,1
32.867898316376476,1236.7090062562092,1999.99,15.7419,1,1
33.39760166272781,1244.2181600741112,1999.89,15.7434,1,1
33.364034117724515,1248.6838050262322,1999.905,15.7441,1,1
33.427045504259766,1258.4604090502044,2000.03,15.7435,1,1
33.67147001355269,1260.5427944365686,2000.035,15.7378,1,1
33.97828458664232,1268.3446513642998,2000.02,15.7161,1,1
34.40056622256593,1269.2268472484557,2000.0,15.7084,1,1
34.50544763906304,1278.115712900382,1999.99,15.6868,1,1
34.63886314333059,1280.3452265292915,2000.005,15.6857,1,1
34.59581464371129,1289.831137235332,2000.02,15.6883,1,1
34.60538621031526,1292.962728604268,2000.015,15.681,1,1
34.71345233793913,1302.2876711515562,2000.02,15.6532,1,1
34.642217366077645,1305.9340147481928,2000.02,15.6448,1,1
34.47237403821143,1316.9588647034711,2000.02,15.6236,1,1
33.835454607280276,1323.409644536063,2000.015,15.622,1,1
33.49319447029023,1334.694952722629,2000.01,15.6156,1,1
33.60512822326374,1337.0994775044323,2000.01,15.61005,1,1
33.77431092755623,1345.32389828417,2000.01,15.5977,1,1
33.76050842455494,1348.3600099223793,2000.01,15.59115,1,1
33.5456202026544,1359.3261193763017,2000.01,15.5664,1,1
33.406748819905474,1363.2463724883032,2000.01,15.56255,1,1
33.04884146353796,1374.9250394166354,2000.01,15.5549,1,1
32.702977482452695,1379.870778808426,2000.01,15.55325,1,1
32.5672929718111,1390.6596274732713,2000.01,15.5398,1,1
32.56201080476123,1394.0329556244933,2000.025,15.53165,1,1
32.221801169150815,1406.054717926082,2000.11,15.5169,1,1
31.785801817118173,1411.4498263045057,2000.1,15.517,1,1
31.633466848376138,1422.3968544149743,1999.99,15.5181,1,1
31.733920868608415,1425.5471037089628,1999.99,15.51735,1,1
31.843377733647163,1435.9215798972891,2000.0,15.5131,1,1
31.595400205242633,1441.3004419936483,1999.995,15.51275,1,1
31.31140485698752,1454.7689829128014,2000.0,15.5168,1,1
30.89736767516789,1465.0785343077466,2000.005,15.5241,1,1
30.713949641511824,1483.152601136886,2000.0,15.5459,1,1
30.612954040116534,1494.0969807486256,2000.005,15.54735,1,1
30.446659956502636,1512.139537723178,2000.01,15.5683,1,1
30.80368512524457,1518.6483270694953,2000.005,15.5829,1,1
31.057358232533915,1532.0319476164714,2000.0,15.6095,1,1
30.974567215279063,1538.870541747168,2000.0,15.6151,1,1
30.960301685161237,1551.8047579119436,2000.0,15.6374,1,1
30.975928709364112,1556.685124337646,2000.0,15.64895,1,1
30.80330517514374,1568.1169929664816,1999.99,15.6746,1,1
30.86052291612313,1571.3830045813156,1999.99,15.6808,1,1
31.31906512707182,1578.5076076981086,2000.0,15.7022,1,1
31.94418758122632,1578.7815051569587,2000.0,15.70625,1,1
32.08526000412961,1587.2849884724724,2000.0,15.7244,1,1
31.981886129076468,1589.679513065967,2000.0,15.7304,1,1
32.134182216830794,1596.6993142573992,2000.0,15.744,1,1
32.64479037318926,1596.464426062308,1999.995,15.7451,1,1
32.9325659512818,1602.1212713486832,2000.0,15.7576,1,1
32.75895499007477,1603.113901683292,1999.995,15.76495,1,1
32.84342139265089,1606.513403589044,1999.99,15.7759,1,1
33.42019268021583,1602.024730974372,1999.995,15.77885,1,1
34.24553709313895,1601.4667259969094,2000.0,15.7879,1,1
34.38064960954334,1600.9714685129832,2000.0,15.78605,1,1
34.23824952984655,1608.0564360029482,1999.99,15.7803,1,1
34.20488766236218,1609.611374012327,1999.995,15.77955,1,1
34.24424880471296,1616.1419986104002,2000.0,15.7761,1,1
34.523539240546626,1615.5369474158574,1999.995,15.77635,1,1
35.0584739702668,1617.998523716641,1999.99,15.78,1,1
35.709898157915745,1614.4693992455211,1999.995,15.77725,1,1
35.74536180807895,1620.089399590102,1999.99,15.764,1,1
35.68224375949439,1620.3399897848449,1999.99,15.7638,1,1
35.89787807550492,1624.6978139114872,1999.99,15.766,1,1
35.89198433652982,1624.5383441704353,1999.99,15.7603,1,1
35.55708762774855,1633.035159051329,2000.0,15.743,1,1
35.44685643009415,1634.1986111367094,2000.0,15.7416,1,1
35.4638629599449,1642.2632263122916,1999.98,15.7328,1,1
35.54077925161425,1643.8107128901236,1999.985,15.72895,1,1
35.670251150818714,1650.4330012965045,2000.0,15.7236,1,1
11.211232170171408,130.85170010407282,2000.015,20.04055,2,1
11.251259812065827,130.1344089756987,2000.02,20.0534,2,1
11.27604247806662,129.15726121548684,2000.02,20.0556,2,1
11.44388350903616,127.5080949298757,2000.02,20.0655,2,1
11.838642067354083,125.17101747933508,2000.025,20.0664,2,1
12.386795119716348,122.9195459866174,2000.03,20.071,2,1
12.817489591170832,121.335715858721,2000.025,20.0717,2,1
13.091797170046643,123.13623860464617,2000.01,20.0711,2,1
13.316072254853204,123.3915144835387,2000.01,20.0683,2,1
13.44548584795046,128.0010250355052,2000.02,20.0588,2,1
13.739595737509353,128.42293431121797,2000.02,20.0573,2,1
14.411612456956856,131.82139592350762,2000.02,20.0458,2,1
15.008272953615093,131.31076913376015,2000.015,20.0451,2,1
15.332619663991434,137.26420840643516,2000.01,20.0451,2,1
15.67345539241853,138.26178858790178,2000.015,20.0407,2,1
16.04436778233384,144.5548187480381,2000.02,20.025,2,1
16.44300307943209,145.17040199336262,2000.02,20.02295,2,1
16.774637369051867,151.98456036837626,1999.95,20.0202,2,1
17.06190765175255,153.34782048713484,1999.98,20.01445,2,1
17.540069268283503,159.63005358198532,2000.09,19.9932,2,1
18.027246691638396,159.87192289247827,2000.065,19.9893,2,1
18.35723809708112,167.01258937278365,2000.01,19.9833,2,1
18.626371329602716,168.5711193980573,2000.01,19.9788,2,1
19.10573135220923,174.88303995106182,2000.02,19.9643,2,1
19.74579124418897,174.56368725378098,2000.015,19.96315,2,1
20.26546733524442,180.74122161827728,2000.01,19.9636,2,1
20.64861537022635,182.0410970974713,2000.01,19.9645,2,1
21.139095028422837,189.00421842030815,2000.01,19.9645,2,1
21.513186011183084,190.4162627817247,2000.01,19.96355,2,1
21.614958822451857,199.15661820573808,2000.01,19.9621,2,1
21.92917602315207,200.6089626263824,2000.015,19.9618,2,1
22.48067163155605,206.89375063543503,2000.02,19.9625,2,1
22.884851065666822,208.05264479357027,2000.015,19.963299999999997,2,1
23.149717332854937,215.88209484206607,2000.02,19.9654,2,1
23.49138751567056,217.1249088769163,2000.02,19.96505,2,1
24.033070839892428,223.55683997260329,2000.01,19.9637,2,1
24.55412302389098,223.99918774602105,2000.01,19.96305,2,1
24.82028357128426,231.83347727420409,2000.02,19.9615,2,1
24.876545329290817,234.6002230786592,2000.02,19.96025,2,1
25.086607351652855,242.91276871409204,2000.02,19.9557,2,1
25.586263543635415,243.40545425422272,2000.02,19.95765,2,1
25.88915615789146,250.94664754606,2000.0,19.9647,2,1
26.19038742551241,252.4758097377812,2000.0,19.9641,2,1
26.708908075366136,259.1619532598397,2000.01,19.9629,2,1
27.101979707922993,260.3033727073298,2000.01,19.9613,2,1
27.41145901975689,268.1389597268033,2000.02,19.9526,2,1
27.764398524672064,269.3887562300114,2000.025,19.9554,2,1
28.193377266322948,276.57353085673594,2000.02,19.9584,2,1
28.567799198796575,277.7470784671474,2000.015,19.95665,2,1
28.813283107487567,285.68968181378335,2000.01,19.9579,2,1
29.067820074250463,287.5148040787909,2000.01,19.95695,2,1
29.3872795265259,295.43294141117576,2000.0,19.9462,2,1
29.511364334305966,297.95844602828225,2000.01,19.9458,2,1
29.71201385883082,306.42708288151977,2000.02,19.9501,2,1
30.05359762722381,307.86274313398405,2000.02,19.94695,2,1
30.328128966626977,316.0374054112259,2000.02,19.9438,2,1
30.656234548384763,317.4529644914004,2000.015,19.9448,2,1
31.13189703200311,324.32847423045536,2000.02,19.9482,2,1
31.476906028277764,325.65504331961176,2000.02,19.9516,2,1
31.678984912582436,333.82598100328624,2000.01,19.9507,2,1
31.861879807591595,335.92791489605827,2000.01,19.947650000000003,2,1
31.921886484995472,344.7671422943995,2000.01,19.9492,2,1
32.0586428351765,347.0975602593641,2000.01,19.950650000000003,2,1
32.28766924520285,355.21014307844604,2000.02,19.9482,2,1
32.54441788398094,356.98102518161454,2000.01,19.94575,2,1
32.85556468054799,364.12054639235294,2000.01,19.9468,2,1
33.15546942448474,365.47113259535865,2000.01,19.9472,2,1
33.448135299334524,373.0216274431514,2000.01,19.9407,2,1
33.58267868473425,375.36963479167827,2000.01,19.94315,2,1
33.49936793391925,384.8678330603289,2000.0,19.9508,2,1
33.63436007411915,387.1716988549617,2000.005,19.9524,2,1
34.14615444818903,393.7609564470241,2000.0,19.9545,2,1
34.51341436382679,395.14235397314593,2000.005,19.95115,2,1
34.45780056429633,405.089384681485,2000.01,19.9484,2,1
34.55241556756275,407.73752027017525,2000.01,19.9533,2,1
34.87929970414107,415.5109749309986,2000.0,19.9633,2,1
34.96840342184703,418.3658865857128,2000.0,19.96105,2,1
34.977798470871015,427.9586082565491,2000.01,19.963,2,1
35.206421132701486,429.9213125912723,2000.01,19.96565,2,1
35.604068115229005,437.6351814699976,2000.0,19.9631,2,1
35.717064081724104,440.45421247750625,2000.0,19.96095,2,1
35.51843040577364,451.4429985131329,2000.01,19.9602,2,1
35.48293602091045,454.6659998124871,2000.005,19.9651,2,1
35.63796028116989,463.0662086192002,1999.99,19.9765,2,1
35.803084315455436,465.4436535046841,2000.0,19.9725,2,1
36.01742556651828,473.6417175809637,2000.01,19.9701,2,1
36.20991639227199,475.6393667530021,2000.0,19.9716,2,1
36.007315863470815,485.6492031598468,2000.0,19.9751,2,1
35.948561110272955,488.7741380740786,2000.0,19.978,2,1
36.52049923955274,494.5499839319677,2000.01,19.9871,2,1
36.800776083636904,496.2342857554138,2000.01,19.9876,2,1
36.69236696559114,506.27208230151626,2000.0,19.9789,2,1
36.705631919893754,509.10908274308827,2000.0,19.9818,2,1
36.84169651947686,517.0094689688098,2000.02,19.9927,2,1
36.98267701170931,518.9843985440737,2000.015,19.9914,2,1
37.274243158347254,526.5608245032989,1999.99,19.9812,2,1
37.54547704987005,528.118375946369,1999.98,19.97845,2,1
37.259124797538654,539.152895242523,1999.96,19.9704,2,1
37.079137792494656,543.359153109431,1999.975,19.96545,2,1
37.49816143257869,551.2588346259931,2000.01,19.9522,2,1
37.99332177366575,552.0883834882533,2000.01,19.9496,2,1
38.13085497280422,561.4788263986122,2000.03,19.933,2,1
37.9790191171576,565.7273412494764,2000.06,19.92505,2,1
37.92823646076132,575.6962339680524,2000.08,19.9126,2,1
38.10223690808245,577.3902994034227,2000.045,19.91215,2,1
37.871030187397785,588.1064807028503,2000.0,19.9106,2,1
37.79218579170995,591.461917678997,2000.01,19.90925,2,1
38.38914973956411,597.8890824924878,2000.01,19.9104,2,1
38.839487684035326,599.0603657217926,2000.005,19.9121,2,1
38.75373198821576,609.7459418258867,2000.01,19.9098,2,1
38.53790879198713,614.4454307011904,2000.005,19.90905,2,1
38.654705643025395,623.9791316291575,2000.0,19.9128,2,1
38.79963445204329,626.6187374069924,2000.0,19.91385,2,1
38.759060697030584,636.8814265271764,2000.01,19.9147,2,1
38.782331684965776,640.1663674456613,2000.01,19.91255,2,1
38.8084227360645,650.1008691937463,2000.01,19.913,2,1
38.78689786610235,653.6970481952641,2000.005,19.9164,2,1
38.969715242835555,662.5586793836484,2000.0,19.9256,2,1
39.27952672829128,664.2615704171342,2000.005,19.92795,2,1
39.21148364188441,674.5613573615117,2000.01,19.9283,2,1
39.01846571480424,678.8739610037618,2000.01,19.9284,2,1
39.14379414949582,688.0735953622521,2000.01,19.9326,2,1
39.34970505283829,690.354573610233,2000.005,19.93475,2,1
39.58965063445982,698.9446983788354,2000.0,19.9414,2,1
39.78350621487627,701.2618554028159,2000.0,19.94225,2,1
39.44226232961223,714.3478154437366,2000.005,19.9489,2,1
39.29404480664277,723.2912394045321,2000.01,19.9522,2,1
39.480890854922144,725.4515421732694,2000.005,19.95555,2,1
39.725150863354095,733.5472741317673,2000.0,19.9554,2,1
39.8627499939989,736.1630949238777,2000.0,19.9523,2,1
39.95699165742137,745.2671335672273,2000.0,19.9555,2,1
39.91607565035855,748.6479400587739,2000.0,19.9587,2,1
40.04365171772983,757.304500783313,2000.0,19.9563,2,1
40.419547642267354,758.7959406714251,1999.995,19.952399999999997,2,1
40.37144587631376,769.0063675200242,2000.0,19.9548,2,1
40.1802523541802,773.9430705255717,2000.005,19.9517,2,1
40.41092583805791,782.8292722008549,2000.0,19.94,2,1
40.492925042453926,785.5936422428064,2000.0,19.94255,2,1
40.39113749285562,795.4761758774375,2000.01,19.9415,2,1
40.41752211202475,798.3186160393861,2000.005,19.9407,2,1
40.50721106854458,807.186603941046,2000.0,19.9416,2,1
40.39049351319017,811.0461506132712,2000.005,19.9368,2,1
40.169435944624205,821.9847685935366,2000.02,19.9278,2,1
40.23960654358737,824.7074350763916,2000.015,19.9279,2,1
40.53762119393913,833.3444114992717,2000.01,19.9186,2,1
41.10232338259677,833.821212392869,2000.015,19.9151,2,1
41.23885865374638,842.9108538292503,2000.01,19.9141,2,1
40.862365188953774,847.9944357519169,2000.005,19.91975,2,1
40.81310086394533,857.8989322503081,2000.0,19.9319,2,1
41.242047054466695,859.0868811757955,2000.0,19.9308,2,1
41.48979174552406,867.5261333504728,2000.01,19.9365,2,1
41.17040149830129,872.2262057702377,2000.015,19.94055,2,1
40.98961750408095,883.0522568208697,2000.0,19.9422,2,1
41.23695344771149,885.2497887696112,2000.0,19.9408,2,1
41.27213567400674,894.509745507908,2000.02,19.9463,2,1
40.986081386264864,898.941912992288,2000.02,19.9469,2,1
40.89769321332703,908.8936553451392,2000.01,19.9384,2,1
41.15845467357781,910.6201096257244,2000.015,19.938,2,1
41.54478754439374,917.2904359124188,2000.01,19.9369,2,1
41.918464949228465,918.3729906864048,2000.01,19.93415,2,1
41.91273371364281,927.479252198968,2000.01,19.9367,2,1
41.70309893202931,931.3881476227366,2000.01,19.942749999999997,2,1
41.74097018633515,940.3284524119904,2000.01,19.9492,2,1
41.91156936929523,942.8502163912906,2000.01,19.947850000000003,2,1
41.7080037243811,953.6779661501764,2000.01,19.9532,2,1
41.53560376318482,957.4892593029814,2000.005,19.9581,2,1
41.60019643695022,966.4254257634672,2000.0,19.9687,2,1
41.81744597072843,968.5083588370225,2000.005,19.969949999999997,2,1
42.06519864700296,976.4936633880284,2000.0,19.9777,2,1
42.19098319831037,979.094948912048,1999.995,19.98125,2,1
42.12977614706232,989.6217898521468,2000.0,19.9824,2,1
41.98768216533301,993.6720052557474,2000.005,19.98785,2,1
42.06500220079865,1002.606962970224,2000.0,20.0063,2,1
42.15160438601105,1005.4004235745226,2000.0,20.0055,2,1
42.08313437391251,1015.7824221556968,2000.01,19.9995,2,1
42.08141407141688,1018.989869403111,2000.01,20.0025,2,1
42.40524789992201,1026.7559670746014,2000.0,20.0184,2,1
42.6043568609117,1028.7620543472326,2000.0,20.0216,2,1
42.511903570132034,1038.3220929609956,1999.99,20.026,2,1
42.46737886809379,1040.880665529754,1999.99,20.0232,2,1
42.44978844253585,1050.2618250292214,1999.98,20.0169,2,1
42.56709452210451,1049.856582442033,1999.995,20.014,2,1
43.14174038486493,1057.2519420120725,2000.03,20.0065,2,1
43.35643610930553,1059.7085831743912,2000.015,20.0037,2,1
43.01755055023707,1071.640515216846,2000.0,19.9952,2,1
42.843730776001216,1075.7703205857977,2000.0,19.99445,2,1
42.88462205403579,1085.7933049719377,2000.01,19.9852,2,1
43.055084247385686,1088.1062017856907,2000.005,19.98435,2,1
43.09368876457594,1098.0796645158734,1999.99,19.9877,2,1
42.929634395284424,1102.5065128492258,1999.995,19.98675,2,1
42.665067708550936,1114.241157100279,2000.01,19.9902,2,1
42.61651378671952,1117.9876116327123,2000.01,19.99225,2,1
